crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,const
288.0087181,3,40,73,328,975,4176,488,25,154162,1
287.7044216,0,1,0,18,3,22,2,0,6604,1
287.68699649999996,0,11,1,28,84,136,8,2,13904,1
286.5812542,0,1,1,15,27,79,11,1,5932,1
286.176434,0,4,0,19,15,84,7,0,8037,1
286.15452339999996,0,1,0,38,48,85,1,1,13629,1
285.3884423,24,105,469,438,2308,8185,518,64,363014,1
285.3575887,0,1,2,29,50,153,26,1,11214,1
284.8571169,0,5,4,85,170,619,29,5,32999,1
284.4737236,0,2,0,17,47,132,8,1,6679,1
284.2945786,4,23,44,159,665,1367,85,14,80902,1
284.2671077,1,17,1,91,126,462,27,5,38696,1
283.9295855,0,0,0,10,12,18,4,0,3522,1
283.77630120000003,0,0,1,40,30,69,0,0,14448,1
283.5332606,1,6,7,25,77,320,20,5,13755,1
283.12299049999996,1,5,9,44,205,184,31,2,20839,1
283.12159710000003,1,1,5,32,119,246,18,4,13775,1
282.9997979,0,1,0,13,15,68,13,2,4947,1
282.51437799999997,0,18,5,89,323,590,45,1,39644,1
282.33051,3,8,14,52,235,610,34,1,27273,1
282.28745610000004,0,50,13,150,418,1127,88,14,75455,1
282.2092956,2,0,2,45,62,111,24,2,17363,1
281.9571141,0,6,16,97,497,1389,86,9,42205,1
281.85328189999996,3,2,5,63,86,177,31,1,25900,1
281.4254437,8,14,58,510,929,3514,167,4,209647,1
281.15950180000004,17,88,233,562,1661,5892,354,55,320103,1
281.119982,0,7,7,86,363,940,67,10,35572,1
281.0962755,0,2,0,14,3,40,1,2,5692,1
280.762002,2,15,17,87,685,1077,93,7,43097,1
280.214425,0,3,4,62,100,283,17,2,24624,1
280.2136217,1,7,3,74,201,402,42,5,30334,1
279.7403436,1,7,16,54,252,239,23,0,27883,1
279.4927415,2,10,8,46,274,756,25,1,23972,1
279.39122119999996,0,4,0,34,75,110,10,0,13601,1
279.2769296,3,54,156,483,1020,2817,206,41,249215,1
279.1696492,0,2,7,69,230,400,102,7,27940,1
278.89293260000005,9,29,130,278,964,3032,135,9,159918,1
278.8575292,0,21,0,112,226,383,41,19,47336,1
278.64520780000004,0,4,1,53,95,332,7,1,20815,1
278.62093960000004,3,20,111,358,2037,3508,718,28,176584,1
278.3267457,0,43,21,105,418,2037,90,17,60720,1
278.2415136,0,10,12,43,118,392,49,0,23361,1
278.09856,8,68,98,534,989,3685,158,15,254586,1
277.77777779999997,0,5,0,21,52,228,22,1,9360,1
277.3757839,0,0,1,22,35,65,15,1,8292,1
277.2387025,0,1,1,9,35,32,6,0,3607,1
276.933634,2,7,2,101,221,373,60,5,40804,1
276.8485408,0,2,1,21,26,43,2,1,8669,1
276.837896,0,2,1,15,24,45,2,0,6502,1
276.42636,0,0,1,24,37,35,5,2,9044,1
276.1754938,2,33,1,43,147,744,29,7,28605,1
276.172826,1,9,12,54,229,471,36,0,27519,1
275.9889604,1,10,11,50,237,490,27,3,26088,1
275.93197430000004,1,14,2,32,39,58,38,4,17758,1
275.8402388,1,38,17,188,387,1650,120,12,88457,1
275.8352758,0,14,5,52,153,388,25,10,25740,1
275.7022709,1,22,77,276,815,3103,229,9,136379,1
275.58005160000005,1,1,9,20,141,65,10,1,11249,1
275.3165171,2,15,16,109,375,949,73,7,51577,1
275.06606980000004,0,8,1,42,66,185,7,6,18541,1
274.29249219999997,6,61,89,583,971,4127,286,52,269785,1
274.2767583,7,14,51,180,1041,1967,132,18,91878,1
274.0602019,1,5,6,48,198,239,25,4,21893,1
274.0226525,5,57,36,217,852,2841,146,11,114954,1
273.7583105,2,26,14,105,140,517,14,18,53697,1
273.1725697,0,1,4,53,181,424,42,2,21232,1
273.03754269999996,0,1,0,6,22,25,1,0,2930,1
273.0178104,2,30,21,117,517,1456,102,13,62267,1
272.6465475,4,24,19,171,334,1177,77,12,79957,1
272.515786,0,5,4,32,91,134,19,9,15045,1
272.4893765,1,15,57,154,713,1978,208,17,83306,1
272.43100110000006,0,14,14,79,378,589,33,5,39276,1
272.43057860000005,5,35,24,133,654,1540,112,7,72312,1
272.3186456,0,12,5,66,195,816,30,0,30479,1
271.8189833,0,0,1,36,66,146,2,0,13612,1
271.7590533,0,71,162,323,1312,4122,522,106,204593,1
271.73913039999996,0,0,1,22,53,60,4,1,8464,1
271.71322339999995,2,5,2,48,242,374,37,14,20978,1
271.49321269999996,1,16,6,88,149,567,29,3,40885,1
271.47188989999995,3,24,65,173,840,1527,105,10,97616,1
271.2313905,0,2,2,41,69,155,9,0,16591,1
270.84107400000005,3,22,43,209,400,1580,74,10,102274,1
269.9365362,1,10,12,71,265,581,20,5,34823,1
269.74275750000004,5,6,26,86,352,826,58,4,45599,1
269.69527660000006,1,35,13,202,429,1946,108,9,93068,1
268.95171380000005,2,4,0,37,35,81,15,1,15988,1
268.93151889999996,5,109,111,458,2073,5454,614,42,253968,1
268.8212641,1,13,8,155,306,1510,118,4,66215,1
268.7616291,1,8,4,78,97,188,28,4,33859,1
268.6018567,0,8,1,49,154,353,52,1,21221,1
268.4131415,1,2,1,21,16,137,15,1,9314,1
268.4032208,0,4,3,54,228,408,44,6,22727,1
268.3997299,3,41,29,245,558,2104,131,9,118480,1
268.2984232,0,8,0,49,112,446,35,10,21245,1
268.2272616,0,11,10,155,319,823,62,8,65616,1
268.0596605,2,6,2,29,70,252,21,0,14549,1
267.9427085,7,105,271,439,2049,6549,466,39,306782,1
267.78187349999996,6,27,22,107,914,1407,256,12,60497,1
267.35661919999995,2,8,4,48,214,288,17,7,23190,1
267.1757334,3,112,29,490,1214,3461,176,22,237297,1
267.1653754,0,4,2,24,63,168,7,0,11229,1
267.037216,4,19,63,135,682,1574,107,1,82760,1
267.0104042,1,13,47,113,488,987,50,13,65166,1
266.7389085,1,18,20,90,358,593,89,17,47987,1
266.7080167,0,4,5,77,207,583,38,5,32245,1
265.9102996,2,12,53,187,1054,3278,84,3,95897,1
265.7513011,0,1,1,22,30,108,11,8,9031,1
265.6442558,1,2,23,71,109,220,14,0,36515,1
265.58350260000003,1,13,11,94,223,1129,52,7,44807,1
265.5701191,2,15,16,60,605,1168,45,10,35019,1
265.4632333,2,10,14,84,300,629,61,10,41437,1
265.4076897,55,402,1639,2846,8940,28055,10997,312,1862041,1
265.360612,0,12,6,144,126,771,39,7,61049,1
265.3348939,5,67,93,234,1044,2599,231,35,150376,1
265.2519894,1,2,1,45,102,275,15,4,18473,1
264.2256585,15,119,646,1115,4322,11263,1136,44,717190,1
264.2187576,3,19,38,212,780,2121,121,14,102945,1
263.9459142,3,13,17,138,352,953,36,8,64786,1
263.5892064,1,14,19,122,616,996,95,4,59183,1
263.518499,0,0,1,24,83,142,11,0,9487,1
263.5010323,0,10,18,69,267,622,94,4,36812,1
263.0219342,2,1,7,46,225,364,24,1,21291,1
262.9395347,3,28,55,157,612,1600,100,6,92797,1
262.837014,0,23,7,67,145,900,32,3,36905,1
262.7154267,0,4,0,21,58,81,17,5,9516,1
262.4567806,4,36,88,269,721,2369,133,11,151263,1
262.454435,2,6,6,40,211,283,51,5,20575,1
262.37328560000003,0,0,0,44,70,66,10,0,16770,1
262.295082,0,2,0,14,32,59,5,1,6100,1
262.16335840000005,1,11,104,192,914,2631,232,41,117484,1
262.0214469,0,11,2,95,239,587,43,12,41218,1
261.9833107,0,11,2,68,117,311,28,2,30918,1
261.502739,1,4,12,99,318,941,50,3,44359,1
261.446347,2,9,10,141,349,592,72,5,61963,1
261.374637,0,12,0,15,44,123,2,1,10330,1
261.3387287,3,60,88,190,965,2842,262,41,130482,1
261.18053599999996,1,14,5,110,356,587,68,8,49774,1
260.97546830000005,1,12,14,153,296,1136,70,10,68972,1
260.9304398,0,3,2,36,99,242,21,2,15713,1
260.7184241,0,1,0,8,2,15,4,1,3452,1
260.6626396,4,28,30,293,595,1648,201,17,136575,1
260.3767805,0,29,7,49,139,590,12,3,32645,1
260.0472813,2,3,0,29,74,152,20,2,12690,1
259.7555936,1,2,0,41,46,93,8,3,16939,1
259.7497622,0,8,10,53,221,410,43,17,27334,1
259.7484874,1,32,3,46,129,429,26,12,31569,1
259.65102,21,92,478,331,1925,7098,597,41,355092,1
259.35949480000005,4,49,54,262,941,3648,251,28,141888,1
259.25925930000005,0,0,0,7,40,8,1,1,2700,1
259.2401025,3,51,56,306,791,2382,137,30,160469,1
259.1568763,0,2,0,13,6,29,7,0,5788,1
258.875241,6,32,67,87,670,1408,104,14,74167,1
258.8214994,13,98,237,732,3092,13186,476,73,417276,1
258.7334473,1,47,31,192,337,1836,47,22,104741,1
258.71059180000003,3,21,104,259,810,2044,214,43,149588,1
258.67074909999997,1,13,7,78,282,684,38,12,37886,1
258.2330781,0,12,17,56,190,822,58,2,32916,1
257.79914840000004,0,3,6,80,197,978,105,4,34523,1
257.7220284,2,43,165,392,1212,4387,192,37,233585,1
257.6638478,1,1,7,30,64,80,9,2,15136,1
257.3340196,0,1,0,39,111,233,12,1,15544,1
257.11312979999997,1,8,38,210,436,1432,74,6,99956,1
256.97503670000003,0,11,7,59,164,387,9,4,29964,1
256.8942015,0,6,4,39,135,228,27,2,19074,1
256.8255533,1,50,131,438,676,3115,198,30,241409,1
256.5511042,5,44,115,247,1067,4419,517,73,160202,1
256.0117034,0,1,9,18,61,139,0,0,10937,1
255.8734589,0,28,1,15,161,308,17,2,17196,1
255.86353939999998,0,10,11,81,134,508,16,3,39865,1
254.6186147,2,16,86,201,1114,2595,166,12,119787,1
254.42646040000002,4,20,57,237,1203,1802,150,18,124987,1
254.33427999999998,0,8,3,49,172,453,24,3,23591,1
254.20883500000002,1,28,7,123,526,1243,108,3,62547,1
254.1825701,3,32,48,228,1013,2511,237,14,122353,1
254.1286002,6,44,38,233,386,1644,80,24,126314,1
254.0311296,0,23,5,90,198,625,30,4,46451,1
253.95700449999998,1,3,0,39,63,234,24,5,16932,1
253.9301461,1,19,46,154,525,1242,195,11,86638,1
253.66824169999998,2,6,3,40,179,341,18,0,20105,1
253.6630954,1,7,19,125,600,1001,52,4,59922,1
253.3821999,5,64,49,274,937,2584,196,22,154707,1
253.2075792,3,27,15,104,455,1404,144,22,58845,1
253.12895509999998,0,18,4,67,123,506,37,6,35555,1
252.17500950000002,1,1,3,15,49,7,7,0,7931,1
252.15198680000003,0,4,0,25,17,111,11,2,11501,1
251.85744869999996,20,73,915,1432,1903,10020,634,44,968802,1
251.6881522,0,3,1,37,94,220,23,1,16290,1
251.6477809,12,16,157,159,771,3754,262,28,136699,1
251.6019259,3,15,34,87,447,1233,85,108,55246,1
251.4595203,0,12,12,119,181,327,24,9,56868,1
251.270311,1,4,4,36,116,339,19,3,17909,1
251.1661285,0,6,2,27,45,241,14,0,13935,1
250.9084617,0,3,0,26,38,111,15,0,11558,1
250.8304522,4,2,46,170,398,1770,46,4,88506,1
250.7389665,2,77,2,42,182,400,34,7,49055,1
250.56215869999997,0,10,22,124,468,776,78,8,62260,1
250.06251559999998,0,3,1,36,104,226,27,3,15996,1
249.9947918,3,46,2,68,268,684,41,6,48001,1
249.99125899999999,0,21,40,225,775,2277,186,10,114404,1
249.82966159999998,2,4,1,48,171,357,31,3,22015,1
249.5996986,0,15,3,35,148,273,21,6,21234,1
249.22260319999995,17,104,303,670,1313,7055,293,70,438965,1
248.83593790000003,1,12,13,106,467,908,75,13,53047,1
248.6927688,0,5,1,33,23,162,18,5,15682,1
248.37007140000003,0,1,0,7,25,39,0,1,3221,1
248.25356499999998,0,2,0,41,110,162,12,1,17321,1
248.1529525,6,40,226,212,1430,3673,187,26,195041,1
248.13003450000002,1,18,3,47,178,471,56,1,27808,1
248.0783423,21,167,814,1415,5240,16762,1341,108,974289,1
247.9539341,11,93,223,368,1808,5332,211,36,280294,1
247.8007682,0,2,0,38,88,177,13,4,16142,1
247.7291495,0,14,2,53,132,428,30,2,27853,1
247.65049530000002,0,10,0,29,49,264,18,4,15748,1
247.560798,8,88,417,1102,3070,7179,714,41,652365,1
247.45417519999998,1,19,19,204,617,1071,155,14,98200,1
247.40657149999998,2,9,0,46,157,418,33,6,23039,1
247.249351,1,4,3,32,68,137,3,1,16178,1
246.6627974,1,1,10,39,132,375,9,2,20676,1
246.46697540000002,8,26,77,261,954,2942,128,9,150933,1
246.46477090000002,0,6,6,68,180,605,23,3,32459,1
246.4033066,0,5,0,26,60,136,12,6,12581,1
246.34755530000004,1,16,2,53,109,359,13,4,29227,1
246.3458696,1,11,4,44,229,595,32,5,24356,1
246.1826114,4,11,30,34,328,879,10,12,32090,1
246.13220819999998,0,0,1,13,37,50,2,0,5688,1
246.090746,0,6,0,42,54,185,6,4,19505,1
246.06849649999998,0,29,17,64,449,981,77,11,44703,1
245.7865169,1,1,12,21,99,242,22,0,14240,1
245.7551385,0,1,8,57,274,355,89,3,26856,1
245.72540189999998,0,1,3,20,62,108,8,0,9767,1
245.6538171,0,2,0,24,100,128,10,0,10584,1
245.6407418,1,5,10,55,200,1113,53,1,28904,1
245.26979680000002,0,14,3,46,323,518,52,9,25686,1
245.1731535,0,2,2,28,44,94,14,4,13052,1
245.03798089999998,1,4,11,114,252,587,55,19,53053,1
244.3857332,2,16,24,143,378,997,83,12,75700,1
244.3264577,3,3,8,38,198,320,22,9,21283,1
244.30908399999998,3,26,57,358,983,1759,209,12,181737,1
244.100895,0,7,0,20,54,401,7,0,11061,1
244.08284019999996,0,0,14,118,298,731,78,4,54080,1
244.0805319,6,41,151,631,1356,3932,243,16,339642,1
243.95653140000002,0,2,1,19,44,78,6,1,9018,1
243.8914232,1,8,2,43,103,373,27,4,22141,1
243.868771,1,9,7,88,296,1505,98,3,43466,1
243.8416276,2,64,106,317,1078,4695,276,72,200540,1
243.82810120000002,0,6,1,25,61,324,11,4,13124,1
243.5734,2,142,275,565,1695,7007,339,117,403985,1
243.44474309999998,1,5,3,39,96,137,16,1,19717,1
243.3628319,0,0,0,11,43,61,3,0,4520,1
243.1138625,2,71,33,281,647,2432,81,22,159596,1
243.06061929999998,0,3,0,47,39,111,14,0,20571,1
242.8946139,2,43,48,245,580,2232,92,12,139155,1
242.85688,4,23,69,168,726,2082,157,16,108706,1
242.6892374,0,25,10,86,244,752,67,11,49858,1
242.64436580000003,0,26,29,104,410,1679,73,11,65528,1
242.56144890000002,1,2,1,26,101,148,11,0,12368,1
242.4151547,2,4,28,63,356,699,41,0,40014,1
242.3868494,0,5,1,49,88,241,19,15,22691,1
242.23339190000002,1,5,4,30,59,116,16,2,16513,1
242.20571099999998,1,24,37,337,910,2475,122,7,164736,1
241.6237113,0,0,0,15,31,47,6,1,6208,1
241.4875634,0,0,0,10,14,39,5,0,4141,1
241.36370490000002,0,3,1,44,86,115,6,1,19887,1
241.1971831,1,13,14,109,399,1070,89,7,56800,1
240.8583315,1,30,13,66,236,1496,45,12,45670,1
240.76701490000002,0,9,4,43,101,297,18,3,23259,1
240.7336645,0,7,3,53,57,247,10,10,26170,1
240.3846154,0,1,0,1,2,3,3,0,832,1
240.26429069999998,0,0,1,23,86,175,8,3,9989,1
240.2380867,2,4,10,51,219,751,41,4,27889,1
240.0721543,1,28,24,128,249,1212,44,15,75394,1
239.8081535,0,0,0,16,18,39,2,0,6672,1
239.23444980000002,1,1,6,39,165,172,21,3,19646,1
239.0710383,0,3,0,25,22,53,11,0,11712,1
239.05942480000002,6,27,59,140,957,1566,92,7,97047,1
239.0077059,0,5,3,50,170,229,28,0,24267,1
238.8965963,3,44,96,241,884,3738,149,22,160739,1
238.79441090000003,10,54,181,347,1661,5237,537,22,247912,1
238.63598959999996,0,24,21,100,323,1233,123,24,60762,1
238.4877074,0,3,3,62,174,366,24,4,28513,1
237.9273881,0,20,3,31,84,448,28,2,22696,1
237.83185840000002,0,9,0,34,67,370,21,0,18080,1
237.76284790000003,2,9,5,94,235,678,43,6,45844,1
237.7555873,0,3,1,6,22,45,1,4,4206,1
237.59141699999998,2,16,13,161,483,1483,99,6,80811,1
237.5462866,0,5,0,29,31,327,13,3,14313,1
237.53621260000003,11,165,914,1246,4713,21978,2754,210,983429,1
237.4483436,5,12,13,74,240,505,74,2,43799,1
237.3964651,1,34,29,118,571,1144,43,19,76665,1
237.3706634,0,8,5,26,270,325,16,6,16430,1
237.2188139,1,16,4,37,100,250,10,2,24450,1
237.0536914,0,8,12,77,494,483,32,9,40919,1
236.9297248,2,33,27,165,425,2147,144,16,95809,1
236.92296299999998,0,4,9,51,51,230,16,0,27013,1
236.89108650000003,11,21,116,356,1330,3547,213,24,212756,1
236.69644590000001,1,16,28,150,391,2569,157,17,82384,1
236.64904950000002,0,1,1,28,17,110,6,0,12677,1
236.6255144,0,2,1,20,66,109,12,2,9720,1
236.3760906,7,126,260,448,2622,10062,860,120,356212,1
236.15348509999998,3,36,36,247,653,1860,51,22,136352,1
235.8918527,1,1,1,10,8,43,10,0,5511,1
235.7747193,12,74,172,505,1814,7759,1112,67,323614,1
235.69549700000002,1,18,28,134,379,1598,162,16,76794,1
235.43826349999998,3,14,25,154,337,1773,69,7,83249,1
235.35771290000002,10,105,504,1140,3259,9543,1563,84,747373,1
235.01762630000002,0,4,0,1,12,14,0,0,2553,1
234.93281409999997,5,43,168,269,2163,3941,274,26,206442,1
234.8345185,0,62,1,44,107,716,18,0,45564,1
234.7043739,2,8,22,130,622,1326,72,5,69023,1
234.6365769,0,13,18,58,243,611,18,6,37931,1
234.41846890000002,0,12,51,194,753,1943,87,16,109633,1
234.40955330000003,0,4,0,49,119,292,14,5,22610,1
234.29342709999997,1,6,3,82,170,646,50,0,39267,1
234.1597796,0,6,0,11,26,76,6,1,7260,1
233.4957164,0,19,22,98,450,1550,105,15,59530,1
232.8497224,0,1,0,12,15,89,5,0,5583,1
232.8288708,0,0,0,2,2,1,0,0,859,1
232.5740475,0,8,18,76,306,701,38,1,43857,1
232.5581395,1,0,0,3,3,7,4,1,1720,1
232.5111201,0,3,2,18,12,23,9,2,9892,1
232.50538730000002,0,2,9,30,57,881,41,7,17634,1
232.4201365,0,5,0,42,68,228,19,5,20222,1
231.9219791,0,7,16,94,290,783,59,2,50448,1
231.8504565,0,35,165,296,1023,3352,187,47,213931,1
231.6330127,0,3,8,35,120,320,18,2,19859,1
231.55941869999998,1,4,45,287,502,3068,98,7,145535,1
231.3931904,0,22,11,58,229,639,41,1,39327,1
231.39220980000002,0,3,0,3,6,23,3,0,2593,1
231.3894212,0,49,43,292,821,3607,187,65,165954,1
231.36714590000003,1,7,13,68,257,675,40,5,38467,1
231.24357659999998,3,4,0,38,44,194,10,2,19460,1
231.1128231,3,45,99,165,830,2206,153,63,134999,1
230.9863975,0,14,8,59,127,398,6,4,35067,1
230.85416040000004,1,1,5,62,164,352,25,3,29889,1
230.7651964,0,8,8,28,184,505,59,10,19067,1
230.64640130000004,1,9,3,26,52,110,17,7,16909,1
230.3450522,0,17,3,79,178,558,19,8,42979,1
230.2053674,0,1,1,36,62,169,22,0,16507,1
230.2000548,0,3,6,33,170,214,17,1,18245,1
230.0912565,1,1,5,52,60,326,25,1,25642,1
229.18545240000003,2,27,60,216,814,2628,85,34,133080,1
229.01256800000002,6,38,90,114,1350,3560,351,54,108291,1
228.9452167,0,1,1,12,26,83,8,4,6115,1
228.9226722,2,35,26,118,467,1706,96,10,79066,1
228.8717471,2,8,17,54,327,723,56,20,35391,1
228.64911630000003,0,4,0,33,49,80,4,5,16182,1
228.5653537,0,3,0,40,118,302,40,4,18813,1
228.4282662,2,33,35,178,718,1366,181,7,108568,1
228.20629849999997,0,2,0,2,10,22,2,1,2191,1
228.1021898,0,0,0,5,7,23,0,0,2192,1
228.086325,8,30,76,332,967,3829,192,31,195540,1
227.95313280000002,0,22,6,122,394,1273,98,9,65803,1
227.8664731,2,46,11,98,297,908,35,10,68900,1
227.8321898,1,13,7,66,144,657,20,91,38186,1
227.6738202,5,30,161,480,897,4133,145,41,296916,1
227.66491209999998,1,25,42,89,678,1107,26,3,68961,1
227.58306780000004,2,22,38,88,319,945,140,22,65910,1
226.9474841,0,26,21,110,270,1308,101,3,69179,1
226.88981239999998,0,18,9,74,391,662,96,2,44515,1
226.7751894,12,84,118,392,1413,4303,177,40,267225,1
226.47206839999998,0,6,2,10,34,128,13,0,7948,1
226.33613050000002,6,30,47,235,649,1803,94,9,140499,1
226.16972149999998,8,172,238,830,2186,11565,1151,69,551798,1
226.14201719999997,0,4,6,40,100,611,33,1,22110,1
225.79431209999998,0,6,2,34,74,144,18,6,18601,1
225.6414801,3,87,75,548,1098,6270,252,52,315988,1
225.59883219999998,5,13,19,65,286,499,48,6,45213,1
225.3497173,3,21,6,182,317,1042,62,12,94076,1
225.15761030000002,0,1,0,29,11,29,2,0,13324,1
225.04537209999998,0,0,0,31,60,106,26,1,13775,1
224.7488102,1,3,1,12,14,27,2,8,7564,1
224.5140241,3,21,60,194,519,2575,78,4,123823,1
224.09368560000001,1,11,14,98,206,713,43,5,55334,1
224.03750040000003,2,9,27,27,192,492,21,4,29013,1
223.96805419999998,2,32,70,154,645,1946,69,9,115195,1
223.9406557,0,6,0,58,127,410,12,0,28579,1
223.59078959999997,1,17,1,38,158,246,15,5,25493,1
223.4444826,1,0,1,11,26,119,3,4,5818,1
223.21428569999998,0,5,1,14,59,55,6,0,8960,1
222.91941880000002,0,2,2,50,116,265,33,3,24224,1
222.7811324,1,64,58,288,890,3408,260,36,184486,1
222.7171492,0,1,0,6,7,29,2,0,3143,1
222.4080903,1,14,5,97,63,868,77,9,52606,1
222.365684,1,32,3,58,178,392,23,6,41823,1
222.0082909,0,41,13,172,251,1480,54,6,101798,1
221.74395099999998,0,2,2,30,137,236,38,2,15333,1
221.48394240000002,0,0,0,2,3,0,0,0,903,1
221.22555,39,198,807,857,4849,12877,1305,65,859304,1
220.75055189999998,0,2,2,11,33,109,13,1,6795,1
220.6256125,5,41,74,301,1184,3751,443,19,190821,1
220.4585538,1,9,17,33,162,1011,29,5,27216,1
220.2224188,9,149,291,675,2364,10343,370,57,509939,1
219.9592668,1,7,0,19,84,191,17,5,12275,1
219.7112367,0,1,0,5,26,28,3,0,3186,1
219.36031699999998,1,8,3,50,124,337,10,5,28264,1
219.3073199,2,1,6,44,145,421,20,2,24167,1
219.17628969999998,1,25,1,39,159,340,18,3,30569,1
219.09496919999998,0,4,1,21,84,110,20,11,11867,1
218.53270899999998,4,21,16,113,341,757,116,16,70470,1
218.53146850000002,0,0,0,5,8,26,1,0,2288,1
218.4814804,0,8,31,110,518,1310,103,0,68198,1
217.9900031,51,398,2132,4208,11819,48899,7103,298,3114363,1
217.9200311,1,17,24,70,152,891,27,6,51395,1
217.8056085,2,1,3,34,27,130,11,5,18365,1
217.66169150000002,1,4,8,36,122,251,27,0,22512,1
217.23388849999998,0,0,0,3,0,0,0,0,1381,1
216.805344,0,9,6,22,153,185,11,0,17066,1
216.7261601,0,2,1,14,45,70,7,1,7844,1
216.72340359999998,4,69,33,324,1050,2754,179,34,198871,1
216.4836864,5,2,1,34,74,135,5,0,19401,1
216.46501239999998,1,11,22,61,359,1199,92,23,43887,1
216.28970460000002,0,10,1,24,51,238,7,7,16182,1
216.24219130000003,0,2,0,7,10,29,6,0,4162,1
216.2341983,1,0,0,12,9,41,3,1,6012,1
216.21124300000002,1,10,4,79,151,359,31,0,43476,1
216.18140840000004,0,7,33,54,133,499,35,5,43482,1
215.9336288,0,1,4,14,61,120,9,5,8799,1
215.5204228,3,25,64,200,381,2077,79,12,135486,1
215.3759715,1,7,12,26,171,331,53,2,21358,1
215.2716221,0,0,0,17,73,122,10,3,7897,1
215.26870150000002,0,1,1,26,42,123,16,4,13007,1
215.0789926,0,1,2,52,115,572,15,4,25572,1
214.6909983,0,6,1,21,4,89,14,0,13042,1
214.5002145,1,2,0,12,6,52,2,0,6993,1
214.37901069999998,2,49,3,97,309,1057,38,5,70436,1
213.56713309999998,1,11,12,14,149,312,20,2,17793,1
213.405762,0,5,0,17,45,84,5,0,10309,1
212.50419419999997,2,7,10,57,243,794,24,5,35764,1
211.8770516,0,24,7,40,151,757,31,13,33510,1
211.86440679999998,0,0,0,5,6,13,1,0,2360,1
211.75224989999998,1,1,0,18,48,228,17,3,9445,1
211.2954517,8,242,757,2275,5181,18865,1376,91,1552802,1
211.23169930000003,0,9,4,16,31,284,8,1,13729,1
211.22846030000002,0,1,0,18,46,91,3,3,8995,1
211.20093219999998,0,12,9,66,276,477,64,5,41193,1
211.13770449999998,10,99,89,356,2150,5056,444,27,262388,1
210.8100636,1,11,9,101,397,865,86,9,57872,1
210.6724168,7,135,230,563,2421,7526,1699,93,443817,1
210.3491796,0,1,1,3,11,8,3,0,2377,1
210.25687909999996,0,0,0,23,27,54,2,8,10939,1
210.2312544,0,2,2,32,113,187,9,2,17124,1
210.02051609999998,7,54,55,273,1321,3438,183,24,185220,1
209.7902098,0,6,1,26,67,212,15,0,15730,1
209.51810840000002,0,0,0,7,7,20,3,0,3341,1
209.46934430000002,0,15,2,46,199,481,40,12,30076,1
209.18751569999998,0,3,0,22,18,203,16,2,11951,1
208.65331669999998,1,8,11,52,218,893,40,5,34507,1
208.47810980000003,0,1,1,28,73,80,14,1,14390,1
208.4459199,0,1,3,23,57,234,5,1,12953,1
208.4320227,0,1,1,20,53,103,15,0,10555,1
208.4234535,0,19,3,31,202,366,14,14,25429,1
208.2801386,5,42,99,425,662,2537,168,35,274150,1
208.0912146,2,36,61,166,236,1937,156,11,127348,1
207.9245615,1,5,9,56,175,505,31,1,34147,1
207.8961779,2,78,68,281,1221,4614,236,22,206353,1
207.8555046,2,9,6,41,111,282,32,3,27904,1
207.741089,1,9,5,23,229,119,0,0,18292,1
207.7136543,0,29,13,83,359,1485,56,9,60179,1
207.46887969999997,0,4,2,85,173,750,33,0,43862,1
207.2682051,1,2,0,11,44,91,2,4,7237,1
207.13314780000002,1,23,39,33,231,771,60,3,46347,1
207.1114852,6,87,58,164,442,3004,110,13,152092,1
206.96792,2,13,5,40,66,489,50,5,28990,1
206.68921459999999,0,0,0,11,1,1,0,0,5322,1
206.5004418,3,123,81,653,1479,6426,229,82,416464,1
206.4437075,3,23,23,106,557,1365,118,13,75081,1
206.391478,33,241,610,1658,4787,15514,1822,175,1231640,1
206.357636,2,20,71,43,1283,2057,57,16,65905,1
206.2728755,3,72,121,295,1307,5593,342,27,238519,1
206.2298604,0,5,0,43,52,179,12,3,23275,1
205.74367769999998,0,2,0,22,46,218,10,1,11665,1
205.6700407,4,46,22,132,335,1148,68,13,99188,1
205.2849967,0,24,12,58,357,703,69,9,45790,1
205.0607444,2,12,1,38,271,445,10,3,25846,1
204.9944092,0,3,0,8,18,74,8,0,5366,1
204.8997773,2,4,4,36,150,364,14,1,22450,1
204.85806259999998,0,0,0,21,16,67,10,0,10251,1
204.7538503,0,5,0,18,79,97,21,7,11233,1
204.6943231,0,4,0,26,37,148,12,2,14656,1
204.6035806,0,0,0,4,2,7,0,0,1955,1
204.2007001,1,6,2,19,78,131,16,3,13712,1
204.192758,4,38,34,224,446,1760,93,28,146920,1
204.1871285,1,4,11,63,126,292,27,2,38690,1
204.08163269999997,0,0,0,14,14,22,1,2,6860,1
204.00156919999998,0,1,0,25,35,104,12,2,12745,1
203.9208416,9,15,20,132,341,1166,67,16,86308,1
203.8992875,1,37,2,49,194,515,15,9,43649,1
203.7786382,1,4,2,63,275,373,55,6,34351,1
203.4043464,0,4,4,11,98,141,13,2,9341,1
203.18849640000002,0,4,0,9,32,64,2,0,6398,1
203.1119655,4,6,6,40,241,549,31,3,27571,1
202.817519,0,0,0,37,74,234,8,1,18243,1
202.7212754,0,11,2,46,198,774,77,1,29104,1
202.57205119999998,0,0,4,62,272,587,43,6,32581,1
202.5445293,10,62,170,156,2176,5266,350,34,196500,1
