crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,const
420.72048380000007,0,0,1,31,17,41,6,0,7606,1
420.603132,20,8,108,388,1576,2981,263,6,124583,1
419.57095489999995,0,1,0,61,24,89,11,0,14777,1
419.1434233,1,6,6,97,169,518,51,5,26244,1
418.9944134,0,0,0,6,2,2,1,0,1432,1
418.9263794,5,19,32,202,368,901,87,5,61586,1
418.8734225,5,67,109,670,1287,4322,164,24,203164,1
418.1654367,8,42,129,429,973,3223,414,13,145397,1
417.812281,0,20,12,123,150,832,28,15,37098,1
416.9871443,21,52,271,415,1038,4615,265,71,182020,1
416.67382599999996,3,46,71,365,1054,4147,368,39,116398,1
416.156389,73,687,2167,5028,16077,46906,4559,228,1911541,1
415.98290269999995,1,4,2,102,329,610,75,12,26203,1
415.9115503,2,16,41,260,332,1529,61,10,76699,1
415.8336665,0,6,8,38,106,175,13,3,12505,1
415.1062582,2,3,32,55,209,617,54,5,22163,1
414.68615710000006,62,122,685,1169,4241,12146,1911,154,491456,1
414.5499329,13,32,117,214,1353,2713,486,23,90942,1
414.17395310000006,0,4,6,17,47,97,11,0,6519,1
413.92963199999997,4,6,21,107,316,779,61,7,33339,1
413.24982239999997,1,8,2,117,215,525,26,2,30974,1
412.4278251,1,12,4,43,112,320,12,1,14548,1
411.319513,1,0,2,47,58,93,9,0,12156,1
410.9534119,1,8,32,164,325,930,63,13,49884,1
410.93949269999996,1,4,1,23,51,120,9,1,7057,1
410.58812739999996,6,27,46,279,563,981,190,38,87192,1
410.52078860000006,0,4,9,73,242,870,72,5,20949,1
410.4094767,1,8,11,112,166,334,31,9,32163,1
410.2097764,208,1088,5341,9810,32859,90864,11818,758,4009412,1
410.08426910000003,49,586,2083,2198,7820,29171,2592,221,1198778,1
409.4916311,81,125,1732,3105,5727,19160,1167,408,1231527,1
409.4835002,0,7,8,104,114,638,46,5,29061,1
408.86051139999995,3,7,44,92,309,1275,56,8,35709,1
408.7385483,0,0,1,28,36,56,7,0,7095,1
408.2509669,0,0,4,15,9,19,3,2,4654,1
407.8085966,2,23,38,350,1032,2545,287,6,101273,1
406.6012916,0,0,1,16,1,8,1,0,4181,1
406.3157144,7,49,86,656,842,3330,126,22,196399,1
405.8575111,8,61,149,596,1247,3629,334,34,200563,1
404.632565,1,20,60,427,1004,2943,157,23,125546,1
402.94575679999997,17,140,348,812,2792,6589,335,51,326843,1
402.5012578,0,5,4,47,99,227,7,2,13913,1
402.3572772,26,95,348,1031,1876,8817,891,38,372803,1
402.1291476,2,7,23,175,343,1055,46,5,51476,1
401.3652277,5,15,41,213,626,1402,128,14,68267,1
401.2810125,7,42,108,259,1095,2380,184,18,103668,1
401.2016285,4,26,22,151,729,1558,85,35,50598,1
400.6561842,56,169,1603,2556,8556,16973,7258,164,1094205,1
400.406529,9,6,78,234,895,1938,138,17,81667,1
400.3299689,1,8,24,132,296,796,40,9,41216,1
399.8873557,3,2,2,64,93,222,22,0,17755,1
399.5550961,32,251,933,925,5833,12696,1261,218,535846,1
399.3963148,11,36,207,442,1763,3982,188,4,174263,1
398.5435938,0,0,2,79,151,408,54,0,20324,1
398.4492785,4,50,95,517,1202,3185,99,19,167148,1
398.1231338,2,1,21,88,87,991,21,11,28132,1
398.06276119999995,1,11,3,45,45,287,11,0,15073,1
397.36571539999994,3,8,8,124,117,381,61,0,35987,1
396.6310625,45,45,465,344,3656,7855,1171,66,226659,1
396.31939900000003,1,12,1,101,134,522,69,5,29017,1
396.2938156,3,16,18,176,349,744,46,6,53748,1
395.6892392,22,214,639,1585,3878,10346,613,129,621700,1
395.06845580000004,0,3,3,52,114,287,38,7,14681,1
394.75832180000003,3,20,53,190,305,1036,67,5,67383,1
394.39684480000005,0,4,3,80,227,523,46,3,22059,1
394.1780398,5,55,162,256,1193,3470,255,25,121265,1
394.172553,0,17,11,97,325,893,63,16,31712,1
393.958833,7,104,223,796,2001,4673,273,15,286832,1
393.67154419999997,3,7,3,93,181,595,22,4,26926,1
393.60963189999995,1,4,11,18,40,304,18,1,8638,1
392.9086256,33,140,1351,1864,4218,18049,2108,58,862287,1
392.67015710000004,0,0,0,3,9,27,7,0,764,1
392.3449148,1,45,15,209,434,937,56,4,68817,1
392.296719,0,7,12,25,43,113,5,0,11216,1
391.98445019999997,6,91,115,635,1890,4673,320,20,216080,1
391.9698038,2,26,31,130,368,1210,80,5,48218,1
391.5279907,9,46,300,480,2447,6038,500,20,213267,1
391.4682939,0,17,5,114,236,658,37,3,34741,1
391.43766360000006,28,220,507,2485,2361,15563,1354,118,827718,1
388.9969436,10,37,63,268,1612,3379,240,2,97173,1
388.8696854,1,3,1,40,86,184,21,0,11572,1
388.6010363,6,27,39,213,612,1148,253,27,73340,1
387.372803,4,5,6,52,140,186,17,4,17296,1
387.0468327,0,0,4,26,59,152,8,0,7751,1
386.93224289999995,5,10,4,69,201,486,19,1,22743,1
386.8179363,4,11,41,123,403,1250,65,9,46275,1
386.5168539,0,6,1,36,51,207,12,2,11125,1
386.3870031,10,76,220,735,1633,6104,972,43,269419,1
386.2384665,0,4,5,45,60,118,10,0,13981,1
386.17105,6,35,111,270,1090,1776,97,35,109278,1
385.96366980000005,0,8,0,102,310,420,15,0,28241,1
385.72875439999996,24,39,537,474,2458,6876,759,39,278434,1
385.68157169999995,0,2,0,30,28,91,12,0,8297,1
385.26184589999997,0,17,2,185,452,858,84,11,52951,1
385.21321889999996,1,8,3,102,178,286,35,8,29594,1
385.2080123,0,1,0,14,11,36,2,0,3894,1
385.1251267,2,26,41,178,601,1482,79,6,64135,1
383.6986222,5,5,6,116,627,1005,29,0,34402,1
383.43391210000004,1,19,16,140,236,658,33,2,45901,1
383.1029653,7,18,32,170,458,918,47,0,59253,1
382.6800995,1,22,93,227,1065,3573,384,29,89631,1
382.2650312,5,26,100,300,764,3386,243,8,112749,1
381.9753583,2,24,16,91,300,864,42,9,34819,1
381.97184389999995,5,29,53,247,789,2223,108,11,87441,1
381.9193898,16,64,134,527,1425,4061,513,62,194020,1
381.8818288,0,9,0,27,73,171,11,2,9427,1
381.7987482,4,47,207,560,1437,4425,228,61,214249,1
381.6202667,0,20,9,242,558,1085,131,10,71013,1
381.5753611,4,5,15,74,161,733,20,0,25683,1
381.19251339999994,1,12,60,437,938,2678,126,0,134053,1
380.9484158,0,30,37,116,579,1230,56,1,48038,1
379.18319069999995,1,10,13,85,210,441,19,4,28746,1
379.058506,20,448,566,1449,4680,14760,2068,117,655044,1
378.9674417,10,194,305,897,3621,11081,421,96,371272,1
378.6922494,2,32,7,94,201,554,21,1,35649,1
378.0387052,9,34,41,369,1017,3346,333,12,119829,1
377.8306018,1,16,9,125,262,718,74,7,39965,1
377.57028419999995,2,3,9,60,204,523,34,0,19599,1
377.428833,27,256,656,1105,4547,11196,997,145,541824,1
377.0969275,6,146,311,1180,2430,6933,801,54,435697,1
376.85657280000004,2,1,1,30,81,61,6,2,9022,1
376.7361111,1,15,33,168,357,562,104,12,57600,1
376.39898289999996,1,26,33,127,352,1001,71,4,49947,1
376.15135019999997,6,32,154,383,615,2549,186,30,152864,1
376.05447710000004,0,1,4,32,151,176,14,3,9839,1
376.0378272,1,7,8,85,187,339,42,0,26859,1
375.8885967,13,149,223,580,1635,5447,320,61,256725,1
375.8797185,1,1,6,39,162,262,20,0,12504,1
375.8089692,12,75,411,1132,2626,7466,1228,66,433731,1
375.21024710000006,2,13,7,65,96,290,21,3,23187,1
374.9036587,15,111,539,1091,2988,8553,592,63,468387,1
374.8523,4,42,80,426,721,3039,119,26,147258,1
374.8448095,6,50,194,535,1826,4872,377,49,209420,1
374.5382996,3,22,23,169,427,847,93,7,57938,1
374.13940069999995,8,146,561,2138,2930,9992,1459,36,762550,1
373.94451150000003,1,2,4,24,72,138,7,0,8290,1
373.68922779999997,2,48,18,226,657,1262,172,7,78675,1
373.6044137,1,5,7,73,131,266,25,3,23019,1
373.3396212,0,3,6,86,200,677,14,0,25446,1
372.7819474,1,19,25,105,591,996,59,20,40238,1
372.7325437,1,12,3,74,177,385,48,6,24146,1
372.63168939999997,0,60,57,309,745,3625,219,39,114322,1
371.9820326,0,10,3,40,46,134,15,0,14248,1
371.74721189999997,0,0,0,3,5,7,1,0,807,1
371.4683716,2,5,28,69,275,552,4,0,27997,1
371.2134477,3,84,1,18,216,785,58,2,28555,1
370.3315515,4,17,55,136,959,1325,123,14,57246,1
369.9404723,16,131,618,377,3087,10620,972,72,308428,1
368.92118500000004,1,1,4,27,55,125,5,0,8945,1
368.6724057,107,692,3200,7840,14076,43412,12136,346,3211252,1
368.305457,1,17,2,89,92,793,172,5,29595,1
368.2216747,3,18,10,108,214,935,30,5,37749,1
368.1546249,0,29,33,106,323,1143,70,16,45633,1
367.5894928,3,42,126,322,1083,3256,178,19,134117,1
367.249946,0,6,0,11,11,74,6,1,4629,1
366.5013204,18,139,658,942,6147,19138,2910,98,479398,1
366.22354160000003,5,7,34,181,523,968,112,6,61984,1
366.0074432,0,4,8,107,201,483,74,1,32513,1
365.9072059,1,1,6,142,319,634,45,11,40994,1
365.18035660000004,12,36,202,592,1044,5041,293,27,230571,1
365.0467716,2,5,4,69,161,270,31,1,21915,1
365.0020422,7,94,307,1424,2429,6462,408,65,501915,1
364.81176769999996,3,46,180,394,1023,4327,200,24,170773,1
364.6022704,4,192,201,686,1755,8718,323,32,297036,1
364.5217013,3,22,42,201,571,1907,67,13,73521,1
364.4983687,0,21,15,107,223,523,40,2,39232,1
364.4884145,1,3,5,19,57,133,6,2,7682,1
364.44624419999997,0,3,1,32,64,205,19,2,9878,1
364.3065135,25,60,311,456,2855,4970,436,283,233869,1
364.1197549,1,9,4,49,108,260,20,1,17302,1
363.9275056,1,2,0,47,39,120,10,0,13739,1
363.8644918,0,5,5,48,213,194,27,4,15940,1
363.7686431,1,0,1,38,38,70,3,3,10996,1
363.69146839999996,3,0,0,21,33,41,6,7,6599,1
363.3267102,0,10,15,38,235,557,50,7,17615,1
363.1181305,5,26,54,287,986,1612,248,11,102446,1
362.1575689,5,10,37,127,441,1267,42,0,49426,1
362.131402,3,15,68,194,691,2528,105,22,77320,1
362.0019191,4,152,232,1404,1826,5982,706,62,495025,1
361.9909502,1,8,5,54,151,423,23,2,18785,1
361.62213360000004,2,2,20,102,454,961,41,13,34843,1
361.1617369,1,14,18,183,375,980,70,5,59807,1
360.32545530000004,1,16,31,138,432,1750,33,9,51620,1
360.3230483,2,23,7,55,217,424,16,5,24145,1
360.30204960000003,0,19,16,132,320,973,60,17,46350,1
359.45013839999996,19,76,218,575,3051,5578,1684,54,247044,1
358.8462412,0,13,1,65,61,103,9,1,22015,1
358.23034210000003,0,2,6,52,112,343,22,6,16749,1
357.8794128,0,3,5,51,126,194,11,6,16486,1
357.8043926,1,14,56,240,804,2234,271,3,86919,1
357.8017555,3,13,13,355,659,1702,88,8,107322,1
357.74410770000003,0,3,2,80,172,285,39,4,23760,1
357.29897180000006,5,10,28,145,380,823,75,6,52617,1
357.1246365,0,6,9,125,257,522,39,2,39202,1
357.079093,0,3,0,16,28,185,9,0,5601,1
356.9154987,5,25,56,256,903,2700,144,36,95821,1
356.854134,41,175,1011,1447,4968,16774,976,233,749606,1
355.9790794,0,5,14,111,241,512,44,2,36519,1
355.9715223,2,1,11,75,240,471,8,3,25002,1
355.653011,1,21,3,108,292,737,71,9,37396,1
355.6059163,1,16,47,231,675,1401,184,5,82957,1
355.4397889,6,24,136,358,2735,2421,252,31,147423,1
355.16870510000007,3,0,39,100,348,626,30,7,39981,1
354.94072939999995,0,13,14,129,389,886,87,8,43951,1
354.415329,1,2,17,135,337,402,26,1,43734,1
353.83074039999997,53,187,1130,3200,7139,21548,1811,110,1291578,1
353.3455398,0,11,12,87,220,828,35,9,31131,1
353.25676289999996,3,6,16,162,185,823,13,0,52936,1
353.13001610000003,1,2,1,18,41,67,8,5,6230,1
352.6388142,0,14,14,208,507,429,66,6,66924,1
352.11267610000004,0,9,16,90,94,975,30,9,32660,1
351.84560930000004,1,7,36,123,504,1007,33,12,47464,1
351.7643179,0,1,0,31,72,108,6,0,9097,1
351.75725689999996,3,11,21,80,336,572,40,10,32693,1
351.53905510000004,2,10,7,63,246,380,46,6,23326,1
351.2522908,6,39,10,129,343,778,137,4,52384,1
350.98915120000004,0,0,0,33,83,114,3,2,9402,1
350.1491376,0,1,2,24,68,108,5,4,7711,1
350.0643501,0,5,46,153,712,1032,62,10,58275,1
349.95178119999997,12,81,156,709,1500,5487,636,19,273752,1
348.8705059,30,222,632,1310,4292,11939,2280,114,628600,1
348.35391560000005,3,12,20,198,597,971,72,8,66886,1
348.309575,39,126,421,1584,5796,12467,825,90,623009,1
348.1478534,4,17,3,151,328,1008,51,9,50266,1
347.8036841,0,1,2,24,54,66,3,0,7763,1
347.79050739999997,0,17,17,68,207,521,36,3,29328,1
347.6179622,0,5,3,53,190,244,8,5,17548,1
346.4197494,8,41,72,576,1567,3078,394,45,201201,1
346.0008073,2,5,17,36,114,507,31,3,17341,1
345.6237618,2,30,71,382,658,1895,310,11,140326,1
345.5825534,2,5,9,145,452,823,63,5,46588,1
345.42006180000004,32,236,997,2607,8244,36913,2419,152,1120954,1
345.3265014,3,38,43,348,987,2066,162,6,125099,1
345.14607939999996,1,4,2,64,108,321,20,7,20571,1
345.0942625,28,74,966,824,2613,7099,1832,34,548256,1
344.8099059,3,36,46,184,367,1667,69,13,78014,1
344.395742,2,1,9,54,159,361,28,5,19164,1
343.5770185,0,3,0,51,125,162,24,3,15717,1
343.22693799999996,4,35,16,172,517,1354,65,9,66137,1
343.120711,1,3,1,56,38,180,13,1,17778,1
342.85562999999996,3,26,37,193,646,1540,178,17,75542,1
342.7004798,4,17,3,36,69,436,31,3,17508,1
342.66204799999997,12,42,134,87,1064,1468,219,11,80254,1
342.0342034,0,0,3,16,20,56,11,1,5555,1
341.8116015,0,2,4,28,56,106,20,0,9947,1
341.591739,2,5,12,155,321,786,73,13,50938,1
341.3682597,0,0,5,44,148,178,11,1,14354,1
341.1958352,21,91,388,410,2626,5877,525,56,266709,1
340.9926675,3,13,32,105,536,1155,100,9,44869,1
340.9090909,4,10,13,9,77,379,48,1,10560,1
340.8316292,0,3,4,78,198,270,29,3,24939,1
339.98521800000003,1,0,3,19,30,33,6,1,6765,1
339.6226415,2,3,4,108,194,555,26,4,34450,1
339.59040810000005,3,4,54,102,486,1384,75,1,47999,1
339.3092272,1,7,9,117,211,609,68,2,39492,1
339.0742734,2,25,26,136,493,1900,119,25,55740,1
338.5240352,0,3,2,15,27,37,1,0,5908,1
337.9971703,0,1,11,31,98,207,10,3,12722,1
337.9139787,45,109,553,1527,4171,9927,923,46,661115,1
337.8963784,0,2,2,35,80,171,4,0,11542,1
337.8629242,13,116,210,571,2383,6949,908,40,269340,1
337.5413488,1,0,8,41,102,174,17,0,14813,1
337.29521360000007,1,7,1,96,152,313,23,6,31130,1
337.2057704,57,574,2572,3691,17559,53262,9545,310,2044449,1
337.1519046,1,21,13,146,443,853,93,9,53685,1
337.1165299,0,10,0,49,39,164,5,3,17798,1
336.3680309,3,22,68,74,469,1224,86,9,49648,1
336.32215310000004,22,274,238,1044,2175,9187,1464,101,469193,1
336.30069239999995,0,51,20,184,505,1205,98,8,75825,1
336.2797848,0,4,4,27,83,114,12,0,10408,1
336.0749978,0,1,5,32,45,103,11,2,11307,1
334.8253621,1,5,16,73,153,319,25,2,28373,1
334.70290539999996,4,47,56,350,555,3598,117,52,136539,1
334.67202139999995,0,6,5,59,178,416,28,9,20916,1
334.420199,0,3,4,33,52,230,20,3,11961,1
333.508128,5,26,45,242,758,1786,288,15,95350,1
333.47584439999997,0,13,7,58,163,423,21,0,23390,1
333.4402052,1,30,44,237,1364,2529,206,8,93570,1
333.371918,0,67,55,311,891,1885,93,16,129585,1
333.20266560000005,4,8,8,48,147,265,3,0,20408,1
333.12513010000004,0,3,0,13,15,57,5,1,4803,1
333.0721003,0,0,3,48,70,175,20,2,15312,1
331.8479188,8,31,166,285,1142,4198,211,18,147658,1
331.78484289999994,21,94,481,776,2462,6058,797,45,413521,1
331.7467186,0,1,0,22,40,87,13,1,6933,1
331.5801509,0,3,1,25,59,146,25,4,8746,1
331.5042262,2,31,142,147,1289,3150,203,68,97133,1
331.39085539999996,17,86,357,985,2478,7200,504,17,436041,1
331.3517201,13,53,108,370,1618,4344,571,6,164176,1
330.97408219999994,1,24,10,96,371,1334,73,19,39278,1
330.9190809,0,1,2,50,78,411,14,1,16016,1
330.9171131,0,6,0,36,141,218,23,11,12692,1
330.8955761,3,8,51,76,111,745,48,7,41705,1
330.6781345,5,69,318,623,1497,7210,265,19,306945,1
330.67337119999996,1,11,19,90,290,770,23,5,36592,1
330.5031626,5,29,16,240,310,990,53,10,87745,1
330.4781817,0,5,3,90,102,388,16,4,29654,1
329.5479849,2,139,60,391,863,3595,271,54,179640,1
329.41639219999996,1,11,13,109,153,351,32,1,40678,1
328.6670724,0,6,1,47,117,190,6,1,16430,1
328.5260872,3,8,7,41,79,384,34,4,17959,1
328.20991089999995,4,10,11,158,345,1110,63,1,55757,1
328.1916639,1,4,0,65,61,114,24,2,21329,1
327.73483139999996,6,69,78,753,1568,4266,418,87,276443,1
327.56773300000003,1,24,30,159,430,1358,67,5,65330,1
326.77320710000004,3,25,39,198,1028,2262,185,8,81096,1
326.2099727,9,15,24,148,633,806,64,12,60084,1
326.0991791,3,0,1,25,26,29,4,0,8893,1
325.9897997,2,6,6,110,376,552,35,6,38038,1
325.88730219999997,2,3,3,46,68,146,23,6,16877,1
325.56057460000005,4,2,7,67,72,565,34,1,24573,1
324.7985827,3,12,29,110,378,889,23,0,47414,1
324.57334310000005,2,7,9,44,237,403,47,13,19102,1
324.3058716,0,2,0,55,45,63,9,17,17576,1
323.82908139999995,5,26,57,363,737,1971,129,16,139271,1
323.6655694,8,65,130,794,2003,4934,375,25,308034,1
323.4414167,1,28,35,216,619,1876,109,29,86569,1
323.3734316,0,0,2,23,28,56,4,4,7731,1
323.09647789999997,4,17,44,329,569,1855,160,5,121945,1
322.7149698,0,9,0,22,47,151,6,1,9606,1
322.205581,4,29,82,212,1387,2285,110,18,101488,1
322.1037068,0,4,16,41,143,218,13,0,18938,1
321.95750160000006,0,4,1,25,54,62,6,1,9318,1
321.9350184,27,487,773,2188,6584,35187,4226,128,1079721,1
321.8485661,0,3,6,69,73,472,4,0,24235,1
321.8379422,1,6,4,119,312,1074,65,4,40393,1
321.80521089999996,5,10,18,50,169,373,34,3,25792,1
321.65832739999996,0,0,0,9,8,15,1,0,2798,1
321.270962,1,8,9,164,157,655,31,1,56650,1
320.94270930000005,0,6,5,56,91,171,105,3,20876,1
320.69555299999996,0,1,1,43,95,361,17,2,14032,1
320.4373027,0,5,4,59,211,714,20,0,21221,1
320.10243280000003,1,4,1,39,120,195,10,0,14058,1
320.0742068,1,73,84,401,770,2793,89,25,174647,1
319.804355,0,11,9,48,88,623,39,1,21263,1
319.80216889999997,12,44,47,584,943,3186,221,42,215133,1
319.3066484,0,1,3,24,36,79,13,1,8769,1
319.1958381,6,36,84,417,632,3048,129,14,170115,1
319.03125539999996,12,107,304,1094,3597,8943,657,91,475502,1
318.9309577,0,87,66,384,1087,3618,151,55,168375,1
318.8210705,5,44,97,214,901,2342,111,13,112916,1
318.7394756,0,5,3,45,91,226,12,0,16628,1
318.4490482,2,30,52,189,357,1823,95,20,85728,1
318.4307732,0,2,0,23,46,56,13,2,7851,1
318.1029497,0,11,1,32,64,122,3,0,13832,1
318.03045610000004,0,7,5,73,162,394,34,9,26727,1
317.3719376,0,4,3,50,88,154,12,2,17960,1
317.3221381,1,19,26,180,484,734,28,7,71221,1
317.1720184,5,108,44,311,573,3456,262,35,147554,1
316.9579707,4,76,82,499,1029,6491,317,71,208545,1
316.8309731,17,71,288,861,2741,7901,378,26,390429,1
316.79076860000004,30,202,474,1879,6465,22631,1421,171,815996,1
316.4665818,1,1,5,85,150,453,27,2,29071,1
316.35301749999996,1,24,8,162,456,1060,70,1,61640,1
316.14588849999996,7,67,71,362,723,2280,159,44,160369,1
316.06964619999997,2,7,2,46,99,287,24,3,18034,1
315.69953510000005,5,15,76,122,706,1935,119,7,69053,1
315.59317169999997,0,5,0,17,48,94,6,1,6971,1
314.9275667,0,6,0,9,11,24,5,0,4763,1
314.6339758,3,14,54,64,424,1483,45,15,42907,1
314.63030939999993,0,1,0,23,28,50,3,3,7628,1
314.4338518,4,62,80,230,1064,2823,228,15,119580,1
314.2183818,0,8,1,31,61,165,5,3,12730,1
313.80753139999996,1,2,2,25,82,55,2,1,9560,1
313.6981527,1,0,2,6,34,56,3,0,2869,1
313.14306160000007,3,14,20,138,338,584,97,3,55885,1
313.03543160000004,3,26,129,276,1306,2784,208,20,138323,1
312.8341713,8,147,280,978,3410,10775,988,79,451677,1
312.6332244,0,4,9,31,86,170,2,1,14074,1
312.3726742,0,0,15,31,138,226,16,4,14726,1
312.3542465,0,28,18,174,864,1145,121,15,70753,1
311.7063034,0,2,4,21,125,144,10,0,8662,1
311.65933989999996,0,61,7,122,256,853,52,7,60964,1
311.349396,13,34,119,316,1555,4057,292,36,154810,1
310.8948364,1,7,1,60,156,157,20,7,22194,1
310.78306230000004,1,3,3,49,137,219,22,4,18019,1
310.4625893,1,8,12,79,293,684,31,0,32210,1
310.28368789999996,0,1,0,6,16,35,2,1,2256,1
310.1430887,0,1,4,83,116,380,46,1,28374,1
310.0804869,3,24,61,236,1888,2116,145,9,104489,1
309.5376282,0,5,2,41,35,260,13,0,15507,1
309.26471069999997,8,56,199,298,1132,4544,422,76,181398,1
309.2555776,0,6,2,35,120,297,4,0,13581,1
308.908046,0,3,0,40,32,54,9,2,13920,1
308.59793080000003,8,49,82,207,658,2195,94,46,112120,1
308.46373789999996,1,17,64,356,851,2830,102,1,141994,1
308.3012979,3,9,9,60,147,338,9,4,26273,1
308.1570997,0,0,1,50,115,336,40,3,16550,1
307.98325,11,75,167,431,1919,3147,593,62,222090,1
307.3029646,0,3,0,14,36,74,4,0,5532,1
307.21966210000005,3,19,19,97,441,1018,70,4,44919,1
307.00698289999997,0,3,1,47,87,198,4,2,16612,1
306.8402934,1,1,3,36,61,94,13,4,13362,1
306.37254900000005,0,1,17,32,121,210,13,0,16320,1
305.8883508,0,2,0,10,17,44,2,0,3923,1
305.82320899999996,0,7,8,58,208,437,44,4,23870,1
305.7909155,1,4,2,41,74,255,2,1,15697,1
305.5867265,34,129,1153,1429,4293,16180,2020,140,898272,1
305.4929991,3,36,46,227,709,2830,222,20,102130,1
305.3210289,4,79,66,162,872,2742,237,51,101860,1
305.1537071,1,1,1,24,28,38,1,1,8848,1
304.8627551000001,76,322,2349,4242,19105,39880,9191,241,2292507,1
304.7038659,0,2,1,13,17,68,4,4,5251,1
304.2846232,0,37,12,198,325,1454,43,19,81174,1
303.8985847,0,0,2,33,83,131,17,3,11517,1
303.89631299999996,11,24,54,62,1242,1693,142,85,49688,1
303.88797850000003,0,28,16,160,287,1251,30,9,67130,1
303.548525,1,23,5,113,218,832,53,4,46780,1
303.3838352,13,126,583,417,3773,7549,719,98,375432,1
303.36194539999997,38,154,732,2114,5444,19368,1961,123,1001444,1
303.32003560000004,2,11,8,71,298,376,41,1,30331,1
303.2389361,7,59,135,398,1252,4891,126,27,197534,1
303.1291368,3,12,26,117,399,957,68,5,52123,1
302.8938644,4,5,15,50,225,350,35,6,24431,1
302.83265,1,9,1,54,130,134,19,3,21464,1
302.48537519999996,1,63,87,394,1032,3725,275,16,180174,1
302.343867,1,69,41,212,453,1573,89,15,106832,1
302.1061112,0,29,22,159,689,1753,151,10,69512,1
302.05686339999994,0,2,3,58,75,369,14,1,20857,1
301.4708706,2,20,14,121,340,1032,22,4,52078,1
301.4402144,0,6,0,21,39,99,14,1,8957,1
300.8321837,3,35,71,229,903,2402,162,8,112355,1
300.3934825,5,22,54,374,700,2728,216,9,151468,1
300.2267018,1,0,4,44,100,340,11,0,16321,1
300.17152660000005,9,11,1,42,211,619,35,4,20988,1
299.6944749,21,27,42,167,817,1719,163,4,85754,1
299.5805872,4,1,2,43,115,210,41,0,16690,1
299.34399080000003,0,9,0,38,48,77,7,3,15701,1
299.1654858,0,1,0,18,44,50,4,0,6351,1
298.66956289999996,0,2,1,52,109,428,29,0,18415,1
298.5768433,3,4,4,156,512,993,42,1,55932,1
298.16328480000004,5,45,182,174,1753,3708,213,93,136167,1
297.9886998,22,265,552,970,2879,11787,1348,110,607070,1
297.9145978,0,3,0,12,16,60,5,0,5035,1
297.89902789999996,0,3,0,16,15,45,3,1,6378,1
296.90281239999996,5,74,103,235,1406,3153,323,19,140450,1
296.758927,1,19,12,121,322,729,73,10,51557,1
296.5916274,0,3,0,58,90,217,13,5,20567,1
296.563729,0,13,4,75,149,513,22,7,31022,1
296.1317786,0,0,0,32,35,110,12,4,10806,1
296.0540851,7,51,55,88,613,1259,143,41,67893,1
296.0160659,1,82,54,345,620,2813,200,23,162829,1
295.9861392,0,7,6,69,131,287,17,1,27704,1
295.85798819999997,1,12,2,63,122,234,6,3,26364,1
295.2899179,1,58,23,343,1173,3096,274,37,144265,1
295.22875930000004,2,46,71,396,1249,3213,166,7,174441,1
295.1685568,0,12,15,87,292,944,52,8,38622,1
295.1411832,0,2,0,65,56,149,26,1,22701,1
294.869973,2,31,41,423,674,2327,108,31,168888,1
294.7569,0,4,6,89,206,362,49,5,33587,1
294.45073610000003,1,3,2,59,119,167,13,5,22075,1
294.4331527,6,159,188,690,2339,5739,441,85,354240,1
294.1973445,0,17,11,48,195,592,53,3,25833,1
294.11764710000006,0,4,0,19,7,14,3,0,7820,1
293.9475713,4,13,2,42,120,255,22,0,20752,1
293.8679553,5,47,48,170,907,2423,287,24,91878,1
293.71365110000005,4,30,20,147,618,1354,78,7,68434,1
293.6241611,0,1,5,36,38,125,5,0,14304,1
293.5663,1,4,17,62,153,174,27,7,28273,1
292.95003419999995,7,15,28,164,679,1466,121,19,73050,1
292.58941630000004,0,19,3,36,62,364,24,3,19823,1
292.3260583,3,39,15,134,205,1135,65,11,65338,1
292.2861863,0,1,1,21,33,66,8,1,7869,1
292.2442863,0,3,1,35,72,111,11,0,13345,1
291.90992489999996,0,1,0,27,27,72,7,1,9592,1
291.83831539999994,33,485,948,1277,3214,11574,1515,65,939904,1
291.7972549,2,5,5,15,136,90,21,4,9253,1
291.5738728,0,42,43,241,468,3028,147,18,111807,1
290.90583599999997,0,1,2,62,86,208,6,0,22344,1
290.73551749999996,0,3,12,52,119,415,29,0,23045,1
290.72182069999997,4,312,438,1731,3591,12722,1931,128,854769,1
290.3554893,0,3,7,27,80,138,7,2,12743,1
290.1353965,0,7,0,23,24,90,9,2,10340,1
290.018529,0,5,3,28,106,226,7,4,12413,1
289.99516669999997,0,4,1,25,37,127,7,0,10345,1
289.8296153,0,11,0,22,140,130,3,2,11386,1
289.4200879,1,5,0,21,13,163,8,0,9329,1
289.34200219999997,1,12,3,69,138,331,41,1,29377,1
289.3335603,4,13,5,97,222,564,39,5,41129,1
289.3081761,0,0,1,22,41,63,8,2,7950,1
289.23438389999995,2,39,130,218,1130,3212,508,48,134493,1
289.1584363,9,14,25,29,201,547,62,8,26629,1
289.1306478,1,9,3,46,214,360,13,8,20406,1
289.017341,0,2,0,4,14,13,2,0,2076,1
288.8920988,0,0,1,99,80,177,18,4,34615,1
288.8772924,9,68,377,632,1361,6868,242,35,375592,1
288.7239617,1,31,89,354,1650,3251,247,19,164517,1
288.7092476,0,13,7,45,138,186,21,6,22514,1
288.6680988,0,6,5,32,143,185,38,4,14896,1
288.3733124,0,1,0,21,12,30,0,1,7629,1
288.3361749,1,11,11,92,345,616,56,3,39884,1
